x1	x2	x3	x4	t
1.000000	0.000000	0.000000	0.100000	0.000000
0.801573	0.092912	-0.408818	0.077308	1.000000
0.142016	0.120776	-0.874737	-0.047230	2.000000
-0.615479	0.002298	-0.506741	-0.153150	3.000000
-0.880933	-0.136787	-0.043191	-0.114603	4.000000
-0.711476	-0.209281	0.389156	-0.018997	5.000000
-0.080065	-0.132727	0.818937	0.187817	6.000000
0.596859	0.100562	0.420594	0.222350	7.000000
0.777026	0.266567	-0.043847	0.100817	8.000000
0.514420	0.280091	-0.487918	-0.090990	9.000000
-0.159733	0.041966	-0.731205	-0.349535	10.000000
-0.668361	-0.269422	-0.255613	-0.229767	11.000000
-0.711067	-0.401550	0.159323	-0.028863	12.000000
-0.346252	-0.300017	0.572644	0.252860	13.000000
0.298967	0.091980	0.576745	0.443423	14.000000
0.646232	0.425845	0.127064	0.205024	15.000000
0.586148	0.496322	-0.241401	-0.070921	16.000000
0.159636	0.248617	-0.593294	-0.437174	17.000000
-0.373771	-0.243267	-0.361611	-0.431532	18.000000
-0.529217	-0.514444	0.033828	-0.104366	19.000000
-0.325999	-0.437695	0.368651	0.272842	20.000000
0.149553	0.038998	0.482847	0.590123	21.000000
0.452748	0.494940	0.109863	0.269928	22.000000
0.404309	0.575370	-0.197114	-0.113300	23.000000
0.069817	0.238399	-0.444171	-0.557912	24.000000
-0.294629	-0.333342	-0.210784	-0.452981	25.000000
-0.346267	-0.575671	0.092486	-0.026911	26.000000
-0.131136	-0.371631	0.324022	0.444254	27.000000
0.188006	0.210125	0.240433	0.578867	28.000000
0.287114	0.577996	-0.031870	0.135279	29.000000
0.150736	0.475297	-0.230588	-0.349235	30.000000
-0.114712	-0.090604	-0.239431	-0.662598	31.000000
-0.235963	-0.565255	-0.003415	-0.232504	32.000000
-0.150075	-0.554085	0.165262	0.259347	33.000000
0.061078	-0.042963	0.214779	0.686303	34.000000
0.181791	0.507575	0.016083	0.315918	35.000000
0.121011	0.570498	-0.126386	-0.191751	36.000000
-0.042120	0.118335	-0.169102	-0.660167	37.000000
-0.134090	-0.449116	-0.004338	-0.354008	38.000000
-0.076581	-0.542500	0.106948	0.169596	39.000000
0.048578	-0.112314	0.116619	0.634362	40.000000
0.096429	0.429115	-0.022924	0.330162	41.000000
0.030519	0.494151	-0.095758	-0.202995	42.000000
-0.059852	0.042249	-0.061709	-0.619812	43.000000
-0.061664	-0.444391	0.049865	-0.254876	44.000000
0.010036	-0.431061	0.080034	0.281801	45.000000
0.060386	0.064384	0.006289	0.594005	46.000000
0.023781	0.471568	-0.064665	0.153185	47.000000
-0.040732	0.355585	-0.051096	-0.378857	48.000000
-0.045002	-0.171045	0.042475	-0.537095	49.000000
0.016773	-0.481382	0.064925	-0.045919	50.000000
0.059431	-0.261173	0.008367	0.466203	51.000000
0.017890	0.259807	-0.076702	0.438084	52.000000
-0.053442	0.450044	-0.051199	-0.074869	53.000000
-0.060498	0.124277	0.043773	-0.523096	54.000000
0.017449	-0.336424	0.087719	-0.285922	55.000000
0.076436	-0.365998	0.017853	0.227497	56.000000
0.034799	0.054321	-0.091509	0.506463	57.000000
-0.057835	0.388893	-0.070279	0.099921	58.000000
-0.077947	0.236016	0.037710	-0.383040	59.000000
0.009651	-0.209676	0.110306	-0.385100	60.000000
0.087703	-0.367345	0.029716	0.089185	61.000000
0.050988	-0.057415	-0.096998	0.460291	62.000000
-0.056787	0.309369	-0.088347	0.186094	63.000000
-0.088332	0.256243	0.033250	-0.279925	64.000000
0.003380	-0.133882	0.122159	-0.388514	65.000000
0.091562	-0.327540	0.034723	0.032715	66.000000
0.054661	-0.081234	-0.100984	0.400666	67.000000
-0.058439	0.258646	-0.092754	0.192604	68.000000
-0.088676	0.229777	0.039041	-0.238961	69.000000
0.007753	-0.113158	0.123749	-0.345838	70.000000
0.092123	-0.282174	0.025936	0.037174	71.000000
0.044806	-0.054063	-0.107770	0.356669	72.000000
-0.065104	0.233876	-0.081062	0.146339	73.000000
-0.078779	0.177218	0.055961	-0.239847	74.000000
0.022519	-0.127002	0.114438	-0.277672	75.000000
0.088263	-0.233055	0.002710	0.081532	76.000000
0.023107	0.000408	-0.112407	0.314414	77.000000
-0.073006	0.217464	-0.054321	0.068577	78.000000
-0.058183	0.106980	0.077892	-0.253491	79.000000
0.041844	-0.150772	0.091286	-0.187755	80.000000
0.075552	-0.171770	-0.029868	0.141512	81.000000
-0.005252	0.061550	-0.104891	0.251502	82.000000
-0.074258	0.188659	-0.016704	-0.022112	83.000000
-0.028330	0.027458	0.092243	-0.246958	84.000000
0.057320	-0.162321	0.054925	-0.083620	85.000000
0.051775	-0.096417	-0.061097	0.188200	86.000000
-0.031799	0.108922	-0.079513	0.160993	87.000000
-0.062336	0.136049	0.023565	-0.104420	88.000000
0.004168	-0.044694	0.086559	-0.198111	89.000000
0.060165	-0.144646	0.011985	0.018077	90.000000
0.020368	-0.017060	-0.076337	0.192130	91.000000
-0.047836	0.126470	-0.040870	0.057771	92.000000
-0.037967	0.065909	0.054081	-0.152651	93.000000
0.029630	-0.090678	0.059837	-0.113976	94.000000
0.046939	-0.096300	-0.026806	0.095447	95.000000
-0.009669	0.046876	-0.066966	0.144252	96.000000
-0.047328	0.106859	0.000017	-0.034088	97.000000
-0.008715	-0.003228	0.062529	-0.147100	98.000000
0.040544	-0.099560	0.022728	-0.022129	99.000000
0.023043	-0.033804	-0.049201	0.126848	100.000000
