x1	x2	t
30.000000	3.000000	0.000000
43.289064	2.438374	0.500000
63.216650	2.538807	1.000000
89.699481	3.756114	1.500000
112.154230	8.234456	2.000000
94.492402	19.569174	2.500000
46.340550	26.400026	3.000000
23.300274	20.307340	3.500000
16.893613	12.808196	4.000000
16.819771	7.751820	4.500000
20.391296	4.821645	5.000000
27.594418	3.248599	5.500000
39.495143	2.521654	6.000000
57.669036	2.448415	6.500000
82.827861	3.294234	7.000000
108.519169	6.606347	7.500000
104.147483	16.358967	8.000000
56.431221	26.178443	8.500000
26.832052	22.225830	9.000000
17.745323	14.429986	9.500000
16.544609	8.763029	10.000000
19.292990	5.394631	10.500000
25.556500	3.551247	11.000000
36.195302	2.649597	11.500000
52.713111	2.419052	12.000000
76.272567	2.982821	12.500000
103.255336	5.435422	13.000000
110.024491	13.365754	13.500000
67.922604	24.905892	14.000000
31.481194	23.922184	14.500000
19.018112	16.156050	15.000000
16.505264	9.889069	15.500000
18.423553	6.045499	16.000000
23.814375	3.903467	16.500000
33.305192	2.814123	17.000000
48.286623	2.433084	17.500000
70.161235	2.771129	18.000000
97.218242	4.587965	18.500000
112.315884	10.820698	19.000000
79.825488	22.812962	19.500000
37.274751	25.253563	20.000000
20.696417	17.935312	20.500000
16.648562	11.108762	21.000000
17.716907	6.760390	21.500000
22.290984	4.293420	22.000000
30.737938	3.002868	22.500000
44.312806	2.473022	23.000000
64.532619	2.620739	23.500000
90.971045	3.956762	24.000000
111.818227	8.761826	24.500000
91.072504	20.200740	25.000000
44.366342	26.055159	25.500000
22.889502	19.726990	26.000000
17.007292	12.424157	26.500000
17.180098	7.547047	27.000000
20.979498	4.727518	27.500000
28.473927	3.220078	28.000000
40.763494	2.539826	28.500000
59.391846	2.522048	29.000000
84.773498	3.490463	29.500000
109.172234	7.161028	30.000000
100.474987	17.356233	30.500000
52.931226	26.116804	31.000000
25.815388	21.468692	31.500000
17.674235	13.845738	32.000000
16.859472	8.426149	32.500000
19.905337	5.223315	33.000000
26.523331	3.478994	33.500000
37.636360	2.642582	34.000000
54.747862	2.476191	34.500000
78.789509	3.160919	35.000000
104.968917	5.963603	35.500000
107.009252	14.589504	36.000000
62.762309	25.324038	36.500000
29.619463	23.058935	37.000000
18.692045	15.356659	37.500000
16.753892	9.399818	38.000000
19.048016	5.784374	38.500000
24.851618	3.781200	39.000000
34.887807	2.779543	39.500000
50.575812	2.473642	40.000000
73.148259	2.931997	40.500000
99.879074	5.077471	41.000000
110.491669	12.132315	41.500000
73.209298	23.787827	42.000000
34.311425	24.393234	42.500000
20.037014	16.917545	43.000000
16.814267	10.450112	43.500000
18.347925	6.398524	44.000000
23.389449	4.116139	44.500000
32.441043	2.939372	45.000000
46.813306	2.497765	45.500000
67.907175	2.766664	46.000000
94.446385	4.406643	46.500000
111.439171	10.062952	47.000000
83.526646	21.731813	47.500000
39.922034	25.376242	48.000000
21.724390	18.496353	48.500000
17.022504	11.567711	49.000000
17.775135	7.061042	49.500000
22.097673	4.479832	50.000000
30.247075	3.117531	50.500000
43.409137	2.541158	51.000000
63.065948	2.645900	51.500000
88.955350	3.890463	52.000000
110.406805	8.373469	52.500000
92.965041	19.359574	53.000000
46.581413	25.883667	53.500000
23.869881	20.062887	54.000000
17.425767	12.759602	54.500000
17.351708	7.783457	55.000000
20.985269	4.881926	55.500000
28.303203	3.321305	56.000000
40.349916	2.608495	56.500000
58.622028	2.567734	57.000000
83.544689	3.500953	57.500000
107.804992	7.036955	58.000000
100.699520	16.873820	58.500000
54.343910	25.778801	59.000000
26.623445	21.562614	59.500000
18.088519	14.027853	60.000000
17.108196	8.577901	60.500000
