x1	x2	t
30.000000	3.000000	0.000000
63.117240	2.574012	1.000000
112.414878	8.391886	2.000000
52.423857	21.377282	3.000000
25.150524	13.630181	4.000000
26.144656	6.296791	5.000000
43.940317	3.889656	6.000000
78.673555	5.381401	7.000000
79.934661	16.027368	8.000000
34.038884	18.230557	9.000000
24.269896	9.021356	10.000000
34.338450	4.698761	11.000000
61.421103	4.278808	12.000000
89.525039	10.055684	13.000000
47.971481	19.060103	14.000000
27.592583	12.047356	15.000000
30.988661	6.234415	16.000000
50.445714	4.586307	17.000000
79.812140	7.381344	18.000000
64.320418	16.517651	19.000000
33.939862	14.955106	20.000000
29.558912	8.202063	21.000000
42.237476	5.221147	22.000000
67.941498	6.036501	23.000000
74.999230	13.079209	24.000000
41.133641	16.540943	25.000000
29.846808	10.014237	26.000000
37.522701	5.950613	27.000000
59.168767	5.563503	28.000000
77.064540	10.346835	29.000000
49.757260	16.412965	30.000000
32.554677	11.777168	31.000000
35.350567	7.022954	32.000000
52.260230	5.713428	33.000000
72.742057	8.621928	34.000000
58.291649	15.038186	35.000000
36.753818	13.273363	36.000000
34.506262	8.271912	37.000000
46.854176	6.114057	38.000000
66.667597	7.577757	39.000000
64.444238	13.252069	40.000000
41.464055	14.198511	41.000000
34.654473	9.470667	42.000000
43.109627	6.616027	43.000000
61.087873	7.035496	44.000000
67.249664	11.593347	45.000000
46.404758	14.437076	46.000000
35.864091	10.557367	47.000000
40.817802	7.237893	48.000000
56.300006	6.872829	49.000000
67.043360	10.274482	50.000000
51.251266	14.065091	51.000000
37.998199	11.490214	52.000000
39.600638	7.966766	53.000000
52.263182	6.962208	54.000000
64.928883	9.307033	55.000000
55.425709	13.306835	56.000000
40.701657	12.199071	57.000000
39.157405	8.733009	58.000000
49.009161	7.197865	59.000000
62.017348	8.645037	60.000000
58.430368	12.398766	61.000000
43.653515	12.627223	62.000000
39.345047	9.469985	63.000000
46.553033	7.525484	64.000000
58.973756	8.238755	65.000000
60.073485	11.506271	66.000000
46.630428	12.761242	67.000000
40.089092	10.135798	68.000000
44.832819	7.921916	69.000000
56.094719	8.038458	70.000000
60.463844	10.718079	71.000000
49.439730	12.635015	72.000000
41.294758	10.701995	73.000000
43.741007	8.366877	74.000000
53.509572	7.995149	75.000000
59.896618	10.069913	76.000000
51.890328	12.316364	77.000000
42.831104	11.145319	78.000000
43.170247	8.833981	79.000000
51.286443	8.066092	80.000000
58.714334	9.568400	81.000000
53.823558	11.883747	82.000000
44.557286	11.449508	83.000000
43.035085	9.295239	84.000000
49.459397	8.218975	85.000000
57.208244	9.205834	86.000000
55.151961	11.406703	87.000000
46.343959	11.609939	88.000000
43.267770	9.726339	89.000000
48.032336	8.430644	90.000000
55.586849	8.967384	91.000000
55.872102	10.937033	92.000000
48.077765	11.635697	93.000000
43.804819	10.108183	94.000000
46.985497	8.682894	95.000000
53.987800	8.834897	96.000000
56.050559	10.508478	97.000000
49.660574	11.547819	98.000000
44.578664	10.426521	99.000000
46.285527	8.959230	100.000000
