x1	x2	x3	x4	t
0.412148	0.303104	-0.648455	-0.234314	10.250000
0.236879	0.234056	-0.750065	-0.319069	10.500000
0.040726	0.143882	-0.807802	-0.399113	10.750000
-0.159574	0.037604	-0.779255	-0.442853	11.000000
-0.342485	-0.073200	-0.675821	-0.436334	11.250000
-0.495552	-0.177960	-0.547937	-0.398501	11.500000
-0.616952	-0.271527	-0.425076	-0.349114	11.750000
-0.709123	-0.352320	-0.314328	-0.297143	12.000000
-0.775048	-0.420121	-0.214713	-0.245369	12.250000
-0.817184	-0.475054	-0.123562	-0.194161	12.500000
-0.837314	-0.517208	-0.038255	-0.143020	12.750000
-0.836608	-0.546499	0.043474	-0.091092	13.000000
-0.815710	-0.562599	0.123601	-0.037304	13.250000
-0.774792	-0.564887	0.203922	0.019652	13.500000
-0.713590	-0.552375	0.286144	0.081408	13.750000
-0.631429	-0.523613	0.371842	0.150032	14.000000
-0.527286	-0.476576	0.462072	0.228047	14.250000
-0.400076	-0.408598	0.555875	0.317848	14.500000
-0.249625	-0.316689	0.645700	0.418709	14.750000
-0.079464	-0.199325	0.707806	0.517459	15.000000
0.098539	-0.061102	0.702642	0.578737	15.250000
0.265253	0.084347	0.621213	0.574377	15.500000
0.406320	0.222057	0.505296	0.522153	15.750000
0.518069	0.343995	0.390236	0.452054	16.000000
0.602450	0.447890	0.286913	0.379220	16.250000
0.662511	0.533772	0.195341	0.308257	16.500000
0.700888	0.602221	0.112986	0.239694	16.750000
0.719553	0.653754	0.037237	0.172746	17.000000
0.719872	0.688629	-0.034118	0.106215	17.250000
0.702706	0.706782	-0.102921	0.038726	17.500000
0.668491	0.707784	-0.170755	-0.031267	17.750000
0.617291	0.690790	-0.239034	-0.105569	18.000000
0.548833	0.654461	-0.309006	-0.186353	18.250000
0.462572	0.596859	-0.381529	-0.276202	18.500000
0.357878	0.515384	-0.456204	-0.377685	18.750000
0.234620	0.406993	-0.528683	-0.491070	19.000000
0.094888	0.269593	-0.584201	-0.606426	19.250000
-0.053512	0.106376	-0.592514	-0.689965	19.500000
-0.195539	-0.068976	-0.533659	-0.699385	19.750000
-0.316951	-0.237519	-0.434486	-0.640934	20.000000
-0.412580	-0.387095	-0.331713	-0.553466	20.250000
-0.483750	-0.513914	-0.239720	-0.461272	20.500000
-0.533442	-0.618019	-0.159635	-0.372303	20.750000
-0.564365	-0.700435	-0.089125	-0.287705	21.000000
-0.578588	-0.762156	-0.025636	-0.206508	21.250000
-0.577590	-0.803845	0.032949	-0.127182	21.500000
-0.562381	-0.825763	0.088305	-0.048056	21.750000
-0.533593	-0.827742	0.141785	0.032641	22.000000
-0.491551	-0.809151	0.194506	0.116855	22.250000
-0.436328	-0.768837	0.247371	0.206825	22.500000
-0.367805	-0.705043	0.300947	0.305151	22.750000
-0.285811	-0.615338	0.354957	0.414519	23.000000
-0.190490	-0.496745	0.406772	0.536079	23.250000
-0.083301	-0.346744	0.447600	0.663370	23.500000
0.030743	-0.166821	0.457511	0.768268	23.750000
0.141018	0.031189	0.416066	0.800712	24.000000
0.235441	0.226077	0.335698	0.746805	24.250000
0.308412	0.400854	0.248908	0.647543	24.500000
0.360763	0.549131	0.171901	0.538664	24.750000
0.395351	0.670536	0.106609	0.433586	25.000000
0.414860	0.766457	0.050834	0.334802	25.250000
0.421353	0.838382	0.002097	0.241345	25.500000
0.416328	0.887421	-0.041585	0.151395	25.750000
0.400857	0.914208	-0.081690	0.062994	26.000000
0.375689	0.918883	-0.119318	-0.025835	26.250000
0.341336	0.901083	-0.155283	-0.117156	26.500000
0.298138	0.859909	-0.190146	-0.213239	26.750000
0.246334	0.793855	-0.224139	-0.316644	27.000000
0.186170	0.700749	-0.256870	-0.430081	27.250000
0.118147	0.577816	-0.286496	-0.555315	27.500000
0.043600	0.422345	-0.307724	-0.688826	27.750000
-0.034049	0.234334	-0.308791	-0.809749	28.000000
-0.107823	0.022659	-0.275216	-0.868943	28.250000
-0.169049	-0.191711	-0.211559	-0.831018	28.500000
-0.213223	-0.387369	-0.142698	-0.727877	28.750000
-0.241271	-0.554226	-0.083679	-0.606369	29.000000
-0.256034	-0.690858	-0.036168	-0.487862	29.250000
-0.260114	-0.798833	0.002236	-0.377282	29.500000
-0.255467	-0.880107	0.034008	-0.273975	29.750000
-0.243508	-0.936256	0.060974	-0.175907	30.000000
-0.225275	-0.968311	0.084382	-0.080855	30.250000
-0.201544	-0.976754	0.105054	0.013346	30.500000
-0.172932	-0.961529	0.123498	0.108856	30.750000
-0.139962	-0.922029	0.139937	0.207939	31.000000
-0.103139	-0.857057	0.154263	0.313073	31.250000
-0.063055	-0.764769	0.165854	0.426890	31.500000
-0.020566	-0.642704	0.173119	0.551491	31.750000
0.022863	-0.488200	0.172571	0.685494	32.000000
0.064527	-0.300238	0.157673	0.814873	32.250000
0.099852	-0.084560	0.121204	0.898024	32.500000
0.123633	0.140462	0.067662	0.885027	32.750000
0.133864	0.350747	0.015783	0.787727	33.000000
0.132624	0.531825	-0.023490	0.659154	33.250000
0.123125	0.680417	-0.050798	0.530745	33.500000
0.107933	0.797970	-0.069574	0.411304	33.750000
0.088821	0.886832	-0.082519	0.300954	34.000000
0.067017	0.949027	-0.091326	0.197570	34.250000
0.043419	0.985992	-0.096984	0.098708	34.500000
0.018742	0.998563	-0.100017	0.002032	34.750000
-0.006387	0.987005	-0.100614	-0.094685	35.000000
-0.031354	0.951031	-0.098671	-0.193679	35.250000
-0.055476	0.889781	-0.093752	-0.297300	35.500000
-0.077909	0.801788	-0.084963	-0.408030	35.750000
-0.097504	0.684985	-0.070693	-0.528057	36.000000
-0.112578	0.536960	-0.048244	-0.657374	36.250000
-0.120625	0.356164	-0.013857	-0.787356	36.500000
-0.118314	0.145731	0.034305	-0.886692	36.750000
-0.103016	-0.079997	0.087333	-0.901977	37.000000
-0.075825	-0.296890	0.126948	-0.820474	37.250000
-0.041247	-0.486360	0.146735	-0.691808	37.500000
-0.003640	-0.642463	0.152336	-0.557897	37.750000
0.034248	-0.766105	0.149760	-0.433066	38.000000
0.070851	-0.859889	0.142450	-0.318847	38.250000
0.105220	-0.926244	0.132076	-0.213209	38.500000
0.136695	-0.966990	0.119361	-0.113542	38.750000
0.164724	-0.983306	0.104507	-0.017375	39.000000
0.188760	-0.975779	0.087376	0.077565	39.250000
0.208187	-0.944444	0.067542	0.173454	39.500000
0.222245	-0.888790	0.044263	0.272492	39.750000
0.229936	-0.807747	0.016376	0.376943	40.000000
0.229905	-0.699689	-0.017869	0.488910	40.250000
0.220269	-0.562588	-0.060920	0.609134	40.500000
0.198485	-0.394784	-0.115361	0.732764	40.750000
0.161663	-0.197604	-0.180313	0.838340	41.000000
0.108506	0.018881	-0.242468	0.878451	41.250000
0.042720	0.233104	-0.278176	0.820402	41.500000
-0.027810	0.423799	-0.281602	0.699477	41.750000
-0.096453	0.581856	-0.265377	0.565264	42.000000
-0.159793	0.707152	-0.240457	0.439007	42.250000
-0.216396	0.802346	-0.211992	0.324412	42.500000
-0.265657	0.870190	-0.181887	0.219784	42.750000
-0.307245	0.912843	-0.150634	0.122431	43.000000
-0.340867	0.931796	-0.118097	0.029785	43.250000
-0.366147	0.927936	-0.083797	-0.060443	43.500000
-0.382558	0.901601	-0.046997	-0.150348	43.750000
-0.389353	0.852621	-0.006669	-0.241948	44.000000
-0.385483	0.780318	0.038596	-0.337256	44.250000
-0.369486	0.683524	0.090715	-0.438163	44.500000
-0.339350	0.560674	0.152134	-0.545709	44.750000
-0.292443	0.410288	0.225128	-0.657415	45.000000
-0.225899	0.232674	0.308184	-0.759607	45.250000
-0.138690	0.034288	0.386239	-0.815696	45.500000
-0.035861	-0.167571	0.428323	-0.783797	45.750000
0.071282	-0.351298	0.421909	-0.678092	46.000000
0.172619	-0.504803	0.385698	-0.549317	46.250000
0.263247	-0.626488	0.338427	-0.425995	46.500000
0.341633	-0.718831	0.288544	-0.314772	46.750000
0.407527	-0.784795	0.238685	-0.214564	47.000000
0.461009	-0.826807	0.189211	-0.122694	47.250000
0.502126	-0.846618	0.139650	-0.036549	47.500000
0.530758	-0.845368	0.089178	0.046142	47.750000
0.546552	-0.823668	0.036746	0.127364	48.000000
0.548862	-0.781656	-0.018934	0.208939	48.250000
0.536680	-0.719025	-0.079488	0.292598	48.500000
0.508541	-0.635048	-0.146982	0.379947	48.750000
0.462401	-0.528652	-0.223939	0.472023	49.000000
0.395578	-0.398718	-0.312706	0.567674	49.250000
0.305103	-0.245148	-0.412285	0.658623	49.500000
0.189603	-0.071842	-0.508723	0.719518	49.750000
0.054005	0.108607	-0.566416	0.710216	50.000000
-0.088020	0.276700	-0.559743	0.624990	50.250000
-0.222075	0.418464	-0.507908	0.507366	50.500000
-0.340658	0.530627	-0.439578	0.391549	50.750000
-0.441689	0.615259	-0.368780	0.287596	51.000000
-0.525204	0.675401	-0.299722	0.195287	51.250000
-0.591735	0.713658	-0.232849	0.112055	51.500000
-0.641746	0.731967	-0.167384	0.035298	51.750000
-0.675447	0.731661	-0.102156	-0.037196	52.000000
-0.692731	0.713569	-0.035812	-0.107275	52.250000
-0.693133	0.678090	0.033181	-0.176542	52.500000
-0.675771	0.625245	0.106626	-0.246437	52.750000
-0.639268	0.554713	0.186708	-0.318233	53.000000
-0.581648	0.465896	0.276018	-0.392785	53.250000
-0.500274	0.358123	0.377073	-0.469554	53.500000
-0.392104	0.231306	0.489803	-0.543634	53.750000
-0.255228	0.087819	0.603123	-0.598802	54.000000
-0.093395	-0.063824	0.681756	-0.603351	54.250000
0.079184	-0.207936	0.685761	-0.539697	54.500000
0.244015	-0.330485	0.625499	-0.437929	54.750000
0.389823	-0.426822	0.539049	-0.334053	55.000000
0.513270	-0.498478	0.448750	-0.241268	55.250000
0.614485	-0.548450	0.361681	-0.160309	55.500000
0.694460	-0.579418	0.278749	-0.088782	55.750000
0.754122	-0.593413	0.198954	-0.024142	56.000000
0.794072	-0.591885	0.120787	0.035719	56.250000
0.814514	-0.575811	0.042601	0.092480	56.500000
0.815225	-0.545789	-0.037365	0.147504	56.750000
0.795522	-0.502108	-0.121059	0.201932	57.000000
0.754197	-0.444795	-0.210742	0.256687	57.250000
0.689434	-0.373687	-0.309030	0.312338	57.500000
0.598740	-0.288575	-0.418575	0.368517	57.750000
0.479114	-0.189615	-0.540205	0.422209	58.000000
0.328190	-0.078458	-0.666211	0.463526	58.250000
0.148101	0.039317	-0.765957	0.470875	58.500000
-0.048286	0.152347	-0.790018	0.424719	58.750000
-0.239750	0.248489	-0.730992	0.341177	59.000000
-0.410452	0.322633	-0.631317	0.252985	59.250000
-0.554849	0.375884	-0.524000	0.175035	59.500000
-0.672824	0.411132	-0.420797	0.108733	59.750000
-0.765762	0.431031	-0.323676	0.051804	60.000000
-0.835081	0.437608	-0.231566	0.001784	60.250000
-0.881811	0.432334	-0.142654	-0.043287	60.500000
-0.906513	0.416252	-0.055007	-0.084884	60.750000
-0.909257	0.390088	0.033339	-0.124113	61.000000
-0.889613	0.354324	0.124453	-0.161803	61.250000
-0.846610	0.309266	0.220626	-0.198530	61.500000
-0.778663	0.255118	0.324450	-0.234527	61.750000
-0.683520	0.192096	0.438619	-0.269344	62.000000
-0.558349	0.120707	0.564637	-0.300888	62.250000
-0.400538	0.042402	0.697846	-0.323150	62.500000
-0.210693	-0.039016	0.814426	-0.323061	62.750000
0.000956	-0.115948	0.863427	-0.286022	63.000000
0.212687	-0.179476	0.816318	-0.219448	63.250000
0.404203	-0.225427	0.710373	-0.149190	63.500000
0.566752	-0.254973	0.589740	-0.089163	63.750000
0.699446	-0.270968	0.473016	-0.040515	64.000000
0.803925	-0.275975	0.364109	-0.000810	64.250000
0.882078	-0.271914	0.262120	0.032378	64.500000
0.935389	-0.260178	0.164995	0.060837	64.750000
0.964797	-0.241786	0.070539	0.085799	65.000000
0.970702	-0.217500	-0.023397	0.108090	65.250000
0.952963	-0.187920	-0.118971	0.128222	65.500000
0.910890	-0.153549	-0.218472	0.146428	65.750000
0.843191	-0.114874	-0.324412	0.162597	66.000000
0.747926	-0.072473	-0.439432	0.176061	66.250000
0.622548	-0.027208	-0.565441	0.185075	66.500000
0.464435	0.019380	-0.700135	0.185741	66.750000
0.273051	0.064361	-0.826640	0.170768	67.000000
0.055561	0.102779	-0.899560	0.132702	67.250000
-0.168155	0.129232	-0.873538	0.077688	67.500000
-0.374621	0.141880	-0.769973	0.025144	67.750000
-0.551139	0.142888	-0.641028	-0.014929	68.000000
-0.695378	0.135386	-0.514167	-0.043447	68.250000
-0.809001	0.121852	-0.396399	-0.063685	68.500000
-0.894309	0.104017	-0.287359	-0.078197	68.750000
-0.953225	0.083093	-0.184853	-0.088607	69.000000
-0.987077	0.059974	-0.086459	-0.095877	69.250000
-0.996604	0.035373	0.010131	-0.100523	69.500000
-0.981977	0.009915	0.107140	-0.102737	69.750000
-0.942812	-0.015785	0.206818	-0.102415	70.000000
-0.878147	-0.041046	0.311555	-0.099112	70.250000
-0.786404	-0.065017	0.423852	-0.091893	70.500000
-0.665412	-0.086527	0.545778	-0.079046	70.750000
-0.512740	-0.103833	0.676631	-0.057663	71.000000
-0.327181	-0.114304	0.805390	-0.023725	71.250000
-0.113131	-0.114468	0.896074	0.024330	71.500000
0.113051	-0.101762	0.895995	0.076406	71.750000
0.326957	-0.077474	0.804033	0.114760	72.000000
0.511899	-0.045972	0.672999	0.134544	72.250000
0.663400	-0.011289	0.540153	0.141263	72.500000
0.782811	0.024027	0.416948	0.140302	72.750000
0.872739	0.058483	0.304040	0.134740	73.000000
0.935507	0.091143	0.199234	0.126103	73.250000
0.972814	0.121336	0.099937	0.115066	73.500000
0.985730	0.148492	0.003712	0.101816	73.750000
0.974738	0.172048	-0.091697	0.086213	74.000000
0.939768	0.191368	-0.188476	0.067829	74.250000
0.880200	0.205669	-0.288855	0.045902	74.500000
0.794849	0.213925	-0.395127	0.019229	74.750000
0.681972	0.214738	-0.509327	-0.014018	75.000000
0.539483	0.206157	-0.631710	-0.056387	75.250000
0.365928	0.185561	-0.755586	-0.110394	75.500000
0.163623	0.150084	-0.854999	-0.174256	75.750000
-0.055235	0.098829	-0.879737	-0.232866	76.000000
-0.267816	0.036037	-0.807237	-0.264033	76.250000
-0.454404	-0.030658	-0.681162	-0.265588	76.500000
-0.607852	-0.095343	-0.547172	-0.250012	76.750000
-0.728806	-0.155044	-0.422401	-0.226798	77.000000
-0.820020	-0.208476	-0.309105	-0.200290	77.250000
-0.884148	-0.255052	-0.205274	-0.172094	77.500000
-0.923220	-0.294416	-0.108212	-0.142610	77.750000
-0.938606	-0.326237	-0.015395	-0.111680	78.000000
-0.931082	-0.350096	0.075437	-0.078823	78.250000
-0.900879	-0.365426	0.166375	-0.043294	78.500000
-0.847716	-0.371434	0.259461	-0.004044	78.750000
-0.770799	-0.367018	0.356735	0.040384	79.000000
-0.668842	-0.350648	0.460055	0.091974	79.250000
-0.540196	-0.320225	0.570135	0.153225	79.500000
-0.383483	-0.273044	0.683186	0.226189	79.750000
-0.199711	-0.206334	0.781820	0.308030	80.000000
0.002775	-0.119725	0.824719	0.380745	80.250000
0.204696	-0.019354	0.775880	0.414159	80.500000
0.385186	0.083482	0.661762	0.402496	80.750000
0.534386	0.179825	0.531945	0.365741	81.000000
0.651864	0.265644	0.409828	0.320094	81.250000
0.740329	0.339715	0.299851	0.272383	81.500000
0.802669	0.401838	0.200397	0.224647	81.750000
0.841177	0.452053	0.108747	0.177072	82.000000
0.857477	0.490346	0.022337	0.129149	82.250000
0.852595	0.516530	-0.061058	0.080052	82.500000
0.827035	0.530186	-0.143406	0.028726	82.750000
0.780827	0.530599	-0.226540	-0.026142	83.000000
0.713553	0.516683	-0.312212	-0.086223	83.250000
0.624375	0.486876	-0.402011	-0.153658	83.500000
0.512127	0.439027	-0.496767	-0.231006	83.750000
0.375721	0.370359	-0.594437	-0.320360	84.000000
0.215515	0.277996	-0.683997	-0.419274	84.250000
0.036877	0.161320	-0.735125	-0.509925	84.500000
-0.145381	0.026909	-0.708865	-0.555149	84.750000
-0.311510	-0.110879	-0.612260	-0.538240	85.000000
-0.449631	-0.239066	-0.491977	-0.483495	85.250000
-0.558014	-0.351646	-0.376920	-0.416336	85.500000
-0.639135	-0.447151	-0.274098	-0.347879	85.750000
-0.695999	-0.525741	-0.182470	-0.281193	86.000000
-0.731080	-0.587906	-0.099375	-0.216395	86.250000
-0.746184	-0.634025	-0.022265	-0.152637	86.500000
-0.742530	-0.664214	0.051011	-0.088746	86.750000
-0.720845	-0.678274	0.122271	-0.023369	87.000000
-0.681430	-0.675646	0.193111	0.045047	87.250000
-0.624204	-0.655345	0.264983	0.118353	87.500000
-0.548746	-0.615875	0.339149	0.198808	87.750000
-0.454373	-0.555125	0.416327	0.289047	88.000000
-0.340408	-0.470334	0.495399	0.391368	88.250000
-0.207036	-0.358506	0.569580	0.504357	88.500000
-0.057662	-0.218437	0.618519	0.612732	88.750000
0.097203	-0.055860	0.608549	0.676723	89.000000
0.240837	0.113315	0.531926	0.664536	89.250000
0.360755	0.271779	0.425866	0.597385	89.500000
0.454057	0.410478	0.322187	0.510989	89.750000
0.522866	0.527186	0.230347	0.423059	90.000000
0.570190	0.622312	0.149949	0.338629	90.250000
0.598581	0.696820	0.078443	0.257991	90.500000
0.609944	0.751530	0.013348	0.180015	90.750000
0.605618	0.786923	-0.047369	0.103187	91.000000
0.586487	0.803083	-0.105340	0.025867	91.250000
0.553064	0.799668	-0.161912	-0.053716	91.500000
0.505553	0.775871	-0.218217	-0.137554	91.750000
0.443901	0.730344	-0.275169	-0.227979	92.000000
0.367872	0.661110	-0.333239	-0.327668	92.250000
0.277240	0.565523	-0.391684	-0.439110	92.500000
0.172323	0.440563	-0.446284	-0.562021	92.750000
0.055440	0.284429	-0.484226	-0.684750	93.000000
-0.066316	0.101260	-0.480949	-0.769975	93.250000
-0.180241	-0.093393	-0.422468	-0.772380	93.500000
-0.275006	-0.278608	-0.333632	-0.700749	93.750000
-0.347173	-0.441337	-0.245141	-0.598972	94.000000
-0.398552	-0.577871	-0.167914	-0.493761	94.250000
-0.432079	-0.688646	-0.101993	-0.393433	94.500000
-0.450285	-0.775073	-0.044919	-0.298860	94.750000
-0.455075	-0.838446	0.005691	-0.208723	95.000000
-0.447821	-0.879651	0.051707	-0.121192	95.250000
-0.429486	-0.899100	0.094542	-0.034353	95.500000
-0.400725	-0.896722	0.135268	0.053756	95.750000
-0.361959	-0.871942	0.174697	0.145235	96.000000
-0.313438	-0.823628	0.213382	0.242445	96.250000
-0.255315	-0.750021	0.251482	0.348042	96.500000
-0.187798	-0.648686	0.288294	0.464626	96.750000
-0.111496	-0.516711	0.320985	0.592852	97.000000
-0.028273	-0.351873	0.341729	0.724729	97.250000
0.057071	-0.156549	0.335003	0.828940	97.500000
0.135782	0.055730	0.288508	0.853041	97.750000
0.199201	0.262144	0.217094	0.786423	98.000000
0.244471	0.445249	0.146499	0.674823	98.250000
0.273418	0.599004	0.087057	0.555533	98.500000
0.288919	0.723514	0.038568	0.441820	98.750000
0.293402	0.820557	-0.001515	0.335726	99.000000
0.288669	0.891900	-0.035485	0.235898	99.250000
0.276028	0.938852	-0.065012	0.140233	99.500000
0.256435	0.962183	-0.091254	0.046569	99.750000
0.230608	0.962126	-0.114990	-0.047223	100.000000
