x1	x2	x3	x4	t
0.718284	0.693823	-0.046821	0.093993	17.300000
0.712221	0.701880	-0.074381	0.067104	17.400000
0.703416	0.707234	-0.101687	0.039924	17.500000
0.691889	0.709851	-0.128835	0.012351	17.600000
0.677651	0.709687	-0.155920	-0.015723	17.700000
0.660704	0.706686	-0.183029	-0.044414	17.800000
0.641041	0.700780	-0.210250	-0.073848	17.900000
0.618648	0.691887	-0.237665	-0.104159	18.000000
0.593499	0.679914	-0.265351	-0.135495	18.100000
0.565566	0.664749	-0.293377	-0.168013	18.200000
0.534811	0.646266	-0.321800	-0.201883	18.300000
0.501191	0.624321	-0.350658	-0.237282	18.400000
0.464664	0.598753	-0.379952	-0.274387	18.500000
0.425188	0.569381	-0.409635	-0.313366	18.600000
0.382729	0.536013	-0.439574	-0.354344	18.700000
0.337273	0.498444	-0.469502	-0.397367	18.800000
0.288844	0.456475	-0.498954	-0.442316	18.900000
0.237523	0.409929	-0.527164	-0.488796	19.000000
0.183491	0.358692	-0.552958	-0.535952	19.100000
0.127068	0.302766	-0.574657	-0.582265	19.200000
0.068768	0.242345	-0.590091	-0.625378	19.300000
0.009339	0.177901	-0.596866	-0.662152	19.400000
-0.050248	0.110241	-0.592978	-0.689166	19.500000
-0.108872	0.040487	-0.577627	-0.703700	19.600000
-0.165419	-0.030046	-0.551726	-0.704734	19.700000
-0.218944	-0.100041	-0.517662	-0.693267	19.800000
-0.268780	-0.168363	-0.478437	-0.671742	19.900000
-0.314552	-0.234151	-0.436811	-0.643070	20.000000
-0.356131	-0.296827	-0.394837	-0.609881	20.100000
-0.393553	-0.356045	-0.353817	-0.574191	20.200000
-0.426951	-0.411629	-0.314455	-0.537388	20.300000
-0.456509	-0.463515	-0.277054	-0.500358	20.400000
-0.482429	-0.511711	-0.241671	-0.463623	20.500000
-0.504908	-0.556259	-0.208230	-0.427463	20.600000
-0.524135	-0.597227	-0.176589	-0.392005	20.700000
-0.540280	-0.634685	-0.146578	-0.357278	20.800000
-0.553499	-0.668706	-0.118021	-0.323254	20.900000
-0.563927	-0.699357	-0.090749	-0.289870	21.000000
-0.571686	-0.726698	-0.064604	-0.257042	21.100000
-0.576881	-0.750781	-0.039440	-0.224674	21.200000
-0.579603	-0.771645	-0.015125	-0.192667	21.300000
-0.579930	-0.789322	0.008463	-0.160915	21.400000
-0.577931	-0.803833	0.031432	-0.129312	21.500000
-0.573661	-0.815186	0.053882	-0.097751	21.600000
-0.567169	-0.823381	0.075905	-0.066119	21.700000
-0.558492	-0.828404	0.097585	-0.034306	21.800000
-0.547660	-0.830232	0.119002	-0.002192	21.900000
-0.534698	-0.828829	0.140226	0.030343	22.000000
-0.519619	-0.824145	0.161327	0.063427	22.100000
-0.502434	-0.816120	0.182367	0.097196	22.200000
-0.483146	-0.804678	0.203404	0.131793	22.300000
-0.461752	-0.789729	0.224488	0.167374	22.400000
-0.438245	-0.771165	0.245662	0.204102	22.500000
-0.412615	-0.748865	0.266957	0.242150	22.600000
-0.384849	-0.722685	0.288384	0.281699	22.700000
-0.354935	-0.692469	0.309931	0.322927	22.800000
-0.322861	-0.658038	0.331542	0.366002	22.900000
-0.288628	-0.619202	0.353101	0.411053	23.000000
-0.252250	-0.575760	0.374396	0.458129	23.100000
-0.213769	-0.527512	0.395077	0.507130	23.200000
-0.173273	-0.474281	0.414590	0.557692	23.300000
-0.130917	-0.415947	0.432100	0.609022	23.400000
-0.086958	-0.352498	0.446425	0.659678	23.500000
-0.041790	-0.284109	0.456020	0.707360	23.600000
0.004029	-0.211231	0.459127	0.748859	23.700000
0.049766	-0.134670	0.454162	0.780410	23.800000
0.094563	-0.055597	0.440314	0.798610	23.900000
0.137546	0.024542	0.418051	0.801619	24.000000
0.177950	0.104231	0.389111	0.789869	24.100000
0.215226	0.182103	0.355916	0.765764	24.200000
0.249071	0.257084	0.320825	0.732636	24.300000
0.279390	0.328438	0.285653	0.693721	24.400000
0.306238	0.395722	0.251559	0.651606	24.500000
0.329758	0.458714	0.219158	0.608112	24.600000
0.350134	0.517338	0.188694	0.564405	24.700000
0.367563	0.571611	0.160188	0.521176	24.800000
0.382234	0.621602	0.133544	0.478791	24.900000
0.394328	0.667403	0.108608	0.437414	25.000000
0.404007	0.709119	0.085209	0.397079	25.100000
0.411416	0.746853	0.063178	0.357749	25.200000
0.416683	0.780700	0.042352	0.319341	25.300000
0.419922	0.810748	0.022588	0.281749	25.400000
0.421231	0.837073	0.003752	0.244855	25.500000
0.420699	0.859738	-0.014270	0.208535	25.600000
0.418401	0.878795	-0.031584	0.172665	25.700000
0.414403	0.894282	-0.048281	0.137118	25.800000
0.408762	0.906225	-0.064443	0.101769	25.900000
0.401530	0.914638	-0.080141	0.066493	26.000000
0.392747	0.919522	-0.095441	0.031162	26.100000
0.382453	0.920864	-0.110400	-0.004352	26.200000
0.370677	0.918641	-0.125068	-0.040179	26.300000
0.357447	0.912814	-0.139491	-0.076458	26.400000
0.342786	0.903330	-0.153706	-0.113329	26.500000
0.326712	0.890123	-0.167745	-0.150941	26.600000
0.309242	0.873112	-0.181633	-0.189452	26.700000
0.290390	0.852197	-0.195385	-0.229027	26.800000
0.270169	0.827265	-0.209004	-0.269839	26.900000
0.248594	0.798182	-0.222477	-0.312066	27.000000
0.225680	0.764799	-0.235769	-0.355886	27.100000
0.201448	0.726946	-0.248813	-0.401465	27.200000
0.175929	0.684443	-0.261497	-0.448932	27.300000
0.149167	0.637095	-0.273643	-0.498348	27.400000
0.121228	0.584710	-0.284980	-0.549639	27.500000
0.092211	0.527114	-0.295109	-0.602497	27.600000
0.062265	0.464181	-0.303457	-0.656227	27.700000
0.031605	0.395882	-0.309244	-0.709541	27.800000
0.000534	0.322356	-0.311474	-0.760323	27.900000
-0.030534	0.244003	-0.309029	-0.805495	28.000000
-0.061081	0.161572	-0.300903	-0.841202	28.100000
-0.090507	0.076210	-0.286590	-0.863560	28.200000
-0.118204	-0.010601	-0.266457	-0.869889	28.300000
-0.143647	-0.097217	-0.241800	-0.859791	28.400000
-0.166475	-0.182076	-0.214471	-0.835258	28.500000
-0.186514	-0.263902	-0.186308	-0.799759	28.600000
-0.203756	-0.341787	-0.158717	-0.757017	28.700000
-0.218306	-0.415170	-0.132565	-0.710179	28.800000
-0.230331	-0.483764	-0.108263	-0.661538	28.900000
-0.240024	-0.547469	-0.085916	-0.612588	29.000000
-0.247578	-0.606302	-0.065462	-0.564222	29.100000
-0.253174	-0.660349	-0.046751	-0.516920	29.200000
-0.256980	-0.709729	-0.029605	-0.470896	29.300000
-0.259142	-0.754572	-0.013846	-0.426203	29.400000
-0.259790	-0.795012	0.000695	-0.382798	29.500000
-0.259038	-0.831172	0.014166	-0.340585	29.600000
-0.256988	-0.863165	0.026700	-0.299441	29.700000
-0.253726	-0.891091	0.038410	-0.259226	29.800000
-0.249330	-0.915036	0.049394	-0.219798	29.900000
-0.243868	-0.935072	0.059734	-0.181013	30.000000
-0.237402	-0.951255	0.069503	-0.142729	30.100000
-0.229985	-0.963630	0.078760	-0.104807	30.200000
-0.221666	-0.972224	0.087556	-0.067107	30.300000
-0.212488	-0.977054	0.095933	-0.029495	30.400000
-0.202492	-0.978121	0.103927	0.008168	30.500000
-0.191714	-0.975414	0.111565	0.046019	30.600000
-0.180190	-0.968907	0.118867	0.084199	30.700000
-0.167952	-0.958559	0.125848	0.122852	30.800000
-0.155031	-0.944316	0.132513	0.162127	30.900000
-0.141460	-0.926107	0.138860	0.202181	31.000000
-0.127270	-0.903848	0.144878	0.243176	31.100000
-0.112496	-0.877435	0.150543	0.285280	31.200000
-0.097174	-0.846749	0.155816	0.328665	31.300000
-0.081347	-0.811654	0.160638	0.373503	31.400000
-0.065064	-0.771995	0.164927	0.419953	31.500000
-0.048384	-0.727605	0.168566	0.468144	31.600000
-0.031378	-0.678306	0.171394	0.518147	31.700000
-0.014139	-0.623917	0.173192	0.569915	31.800000
0.003216	-0.564271	0.173666	0.623202	31.900000
0.020537	-0.499244	0.172434	0.677431	32.000000
0.037630	-0.428790	0.169017	0.731501	32.100000
0.054249	-0.353009	0.162861	0.783562	32.200000
0.070092	-0.272236	0.153413	0.830825	32.300000
0.084809	-0.187127	0.140281	0.869591	32.400000
0.098025	-0.098738	0.123462	0.895780	32.500000
0.109397	-0.008505	0.103546	0.906045	32.600000
0.118669	0.081891	0.081702	0.899051	32.700000
0.125721	0.170768	0.059378	0.876056	32.800000
0.130573	0.256676	0.037883	0.840316	32.900000
0.133356	0.338540	0.018101	0.795819	33.000000
0.134265	0.415670	0.000454	0.746193	33.100000
0.133520	0.487701	-0.014988	0.694196	33.200000
0.131337	0.554493	-0.028355	0.641681	33.300000
0.127911	0.616058	-0.039868	0.589769	33.400000
0.123417	0.672488	-0.049767	0.539076	33.500000
0.118004	0.723923	-0.058281	0.489882	33.600000
0.111800	0.770518	-0.065609	0.442269	33.700000
0.104916	0.812428	-0.071922	0.396197	33.800000
0.097445	0.849805	-0.077360	0.351562	33.900000
0.089469	0.882784	-0.082039	0.308226	34.000000
0.081059	0.911488	-0.086051	0.266034	34.100000
0.072279	0.936024	-0.089473	0.224827	34.200000
0.063182	0.956481	-0.092365	0.184447	34.300000
0.053822	0.972935	-0.094774	0.144740	34.400000
0.044242	0.985446	-0.096737	0.105553	34.500000
0.034488	0.994059	-0.098281	0.066741	34.600000
0.024600	0.998802	-0.099425	0.028160	34.700000
0.014616	0.999694	-0.100181	-0.010331	34.800000
0.004576	0.996734	-0.100551	-0.048874	34.900000
-0.005481	0.989912	-0.100533	-0.087609	35.000000
-0.015517	0.979201	-0.100116	-0.126679	35.100000
-0.025490	0.964561	-0.099280	-0.166230	35.200000
-0.035358	0.945934	-0.097999	-0.206414	35.300000
-0.045074	0.923252	-0.096234	-0.247384	35.400000
-0.054587	0.896426	-0.093936	-0.289300	35.500000
-0.063841	0.865355	-0.091041	-0.332324	35.600000
-0.072773	0.829919	-0.087468	-0.376615	35.700000
-0.081309	0.789984	-0.083116	-0.422323	35.800000
-0.089366	0.745403	-0.077858	-0.469573	35.900000
-0.096845	0.696016	-0.071537	-0.518437	36.000000
-0.103632	0.641662	-0.063964	-0.568895	36.100000
-0.109589	0.582190	-0.054914	-0.620759	36.200000
-0.114557	0.517478	-0.044132	-0.673567	36.300000
-0.118349	0.447474	-0.031351	-0.726415	36.400000
-0.120753	0.372244	-0.016341	-0.777757	36.500000
-0.121539	0.292052	0.001002	-0.825184	36.600000
-0.120479	0.207448	0.020525	-0.865354	36.700000
-0.117379	0.119356	0.041660	-0.894292	36.800000
-0.112127	0.029091	0.063369	-0.908277	36.900000
-0.104732	-0.061724	0.084286	-0.905135	37.000000
-0.095342	-0.151372	0.103076	-0.885198	37.100000
-0.084219	-0.238292	0.118822	-0.851167	37.200000
-0.071691	-0.321268	0.131183	-0.806996	37.300000
-0.058091	-0.399486	0.140294	-0.756628	37.400000
-0.043727	-0.472493	0.146561	-0.703229	37.500000
-0.028858	-0.540105	0.150471	-0.649001	37.600000
-0.013696	-0.602312	0.152488	-0.595311	37.700000
0.001590	-0.659211	0.153004	-0.542922	37.800000
0.016866	-0.710953	0.152331	-0.492195	37.900000
0.032025	-0.757710	0.150709	-0.443247	38.000000
0.046982	-0.799660	0.148321	-0.396049	38.100000
0.061668	-0.836975	0.145301	-0.350495	38.200000
0.076024	-0.869809	0.141750	-0.306437	38.300000
0.090003	-0.898306	0.137741	-0.263708	38.400000
0.103559	-0.922590	0.133324	-0.222139	38.500000
0.116655	-0.942767	0.128535	-0.181560	38.600000
0.129254	-0.958929	0.123396	-0.141806	38.700000
0.141323	-0.971151	0.117918	-0.102721	38.800000
0.152827	-0.979490	0.112102	-0.064152	38.900000
0.163732	-0.983993	0.105944	-0.025952	39.000000
0.174004	-0.984689	0.099430	0.012019	39.100000
0.183605	-0.981592	0.092540	0.049903	39.200000
0.192498	-0.974706	0.085247	0.087838	39.300000
0.200640	-0.964018	0.077515	0.125960	39.400000
0.207985	-0.949503	0.069304	0.164410	39.500000
0.214483	-0.931121	0.060560	0.203328	39.600000
0.220077	-0.908817	0.051222	0.242858	39.700000
0.224705	-0.882524	0.041217	0.283145	39.800000
0.228296	-0.852158	0.030457	0.324337	39.900000
0.230768	-0.817622	0.018841	0.366578	40.000000
0.232031	-0.778803	0.006248	0.410002	40.100000
0.231980	-0.735578	-0.007461	0.454725	40.200000
0.230496	-0.687812	-0.022444	0.500817	40.300000
0.227443	-0.635369	-0.038878	0.548273	40.400000
0.222666	-0.578116	-0.056949	0.596957	40.500000
0.215993	-0.515948	-0.076833	0.646506	40.600000
0.207235	-0.448810	-0.098659	0.696206	40.700000
0.196195	-0.376742	-0.122443	0.744810	40.800000
0.182687	-0.299949	-0.147972	0.790329	40.900000
0.166561	-0.218874	-0.174669	0.829901	41.000000
0.147750	-0.134288	-0.201455	0.859912	41.100000
0.126319	-0.047337	-0.226753	0.876608	41.200000
0.102510	0.040495	-0.248747	0.877241	41.300000
0.076733	0.127552	-0.265893	0.861217	41.400000
0.049521	0.212244	-0.277395	0.830429	41.500000
0.021440	0.293265	-0.283341	0.788476	41.600000
-0.006986	0.369701	-0.284457	0.739373	41.700000
-0.035323	0.441018	-0.281737	0.686571	41.800000
-0.063238	0.506977	-0.276150	0.632573	41.900000
-0.090485	0.567547	-0.268502	0.578978	42.000000
-0.116891	0.622817	-0.259410	0.526698	42.100000
-0.142334	0.672945	-0.249314	0.476178	42.200000
-0.166730	0.718117	-0.238525	0.427576	42.300000
-0.190023	0.758524	-0.227250	0.380880	42.400000
-0.212169	0.794353	-0.215627	0.335984	42.500000
-0.233139	0.825776	-0.203745	0.292737	42.600000
-0.252911	0.852949	-0.191653	0.250966	42.700000
-0.271464	0.876012	-0.179381	0.210491	42.800000
-0.288781	0.895085	-0.166934	0.171138	42.900000
-0.304845	0.910272	-0.154309	0.132739	43.000000
-0.319637	0.921659	-0.141491	0.095132	43.100000
-0.333136	0.929319	-0.128454	0.058164	43.200000
-0.345319	0.933308	-0.115170	0.021690	43.300000
-0.356160	0.933669	-0.101599	-0.014430	43.400000
-0.365628	0.930430	-0.087698	-0.050330	43.500000
-0.373687	0.923606	-0.073417	-0.086142	43.600000
-0.380297	0.913200	-0.058700	-0.121995	43.700000
-0.385410	0.899201	-0.043480	-0.158017	43.800000
-0.388974	0.881587	-0.027685	-0.194337	43.900000
-0.390925	0.860320	-0.011231	-0.231084	44.000000
-0.391195	0.835351	0.005976	-0.268385	44.100000
-0.389702	0.806620	0.024044	-0.306371	44.200000
-0.386353	0.774050	0.043094	-0.345165	44.300000
-0.381045	0.737556	0.063262	-0.384884	44.400000
-0.373659	0.697039	0.084701	-0.425627	44.500000
-0.364057	0.652394	0.107576	-0.467456	44.600000
-0.352090	0.603511	0.132059	-0.510376	44.700000
-0.337586	0.550286	0.158317	-0.554282	44.800000
-0.320363	0.492631	0.186482	-0.598901	44.900000
-0.300224	0.430500	0.216608	-0.643680	45.000000
-0.276979	0.363921	0.248581	-0.687643	45.100000
-0.250459	0.293050	0.282001	-0.729217	45.200000
-0.220558	0.218234	0.316010	-0.766070	45.300000
-0.187285	0.140096	0.349149	-0.795114	45.400000
-0.150826	0.059588	0.379347	-0.812879	45.500000
-0.111594	-0.022003	0.404230	-0.816397	45.600000
-0.070227	-0.103168	0.421763	-0.804340	45.700000
-0.027522	-0.182381	0.430937	-0.777705	45.800000
0.015689	-0.258321	0.432023	-0.739461	45.900000
0.058654	-0.330014	0.426255	-0.693418	46.000000
0.100766	-0.396864	0.415266	-0.643123	46.100000
0.141585	-0.458588	0.400610	-0.591279	46.200000
0.180809	-0.515129	0.383547	-0.539672	46.300000
0.218245	-0.566566	0.364997	-0.489341	46.400000
0.253780	-0.613057	0.345591	-0.440809	46.500000
0.287349	-0.654795	0.325740	-0.394273	46.600000
0.318922	-0.691979	0.305700	-0.349738	46.700000
0.348488	-0.724805	0.285622	-0.307103	46.800000
0.376047	-0.753458	0.265586	-0.266215	46.900000
0.401607	-0.778101	0.245627	-0.226898	47.000000
0.425175	-0.798883	0.225746	-0.188971	47.100000
0.446759	-0.815936	0.205925	-0.152258	47.200000
0.466361	-0.829370	0.186130	-0.116588	47.300000
0.483984	-0.839283	0.166321	-0.081804	47.400000
0.499623	-0.845755	0.146447	-0.047755	47.500000
0.513269	-0.848853	0.126451	-0.014300	47.600000
0.524907	-0.848630	0.106273	0.018693	47.700000
0.534516	-0.845126	0.085846	0.051351	47.800000
0.542066	-0.838367	0.065099	0.083794	47.900000
0.547522	-0.828370	0.043953	0.116141	48.000000
0.550840	-0.815139	0.022323	0.148505	48.100000
0.551968	-0.798665	0.000117	0.180998	48.200000
0.550841	-0.778931	-0.022767	0.213733	48.300000
0.547388	-0.755907	-0.046442	0.246817	48.400000
0.541522	-0.729552	-0.071032	0.280359	48.500000
0.533146	-0.699816	-0.096674	0.314459	48.600000
0.522147	-0.666639	-0.123519	0.349214	48.700000
0.508397	-0.629949	-0.151729	0.384699	48.800000
0.491750	-0.589673	-0.181476	0.420966	48.900000
0.472045	-0.545730	-0.212936	0.458016	49.000000
0.449101	-0.498046	-0.246266	0.495770	49.100000
0.422725	-0.446559	-0.281582	0.534016	49.200000
0.392717	-0.391240	-0.318900	0.572333	49.300000
0.358884	-0.332114	-0.358050	0.609981	49.400000
0.321062	-0.269305	-0.398542	0.645757	49.500000
0.279163	-0.203085	-0.439380	0.677848	49.600000
0.233229	-0.133940	-0.478885	0.703774	49.700000
0.183510	-0.062634	-0.514638	0.720574	49.800000
0.130524	0.009774	-0.543738	0.725416	49.900000
0.075075	0.081989	-0.563518	0.716566	50.000000
0.018185	0.152634	-0.572440	0.694229	50.100000
-0.039053	0.220457	-0.570618	0.660595	50.200000
-0.095630	0.284488	-0.559583	0.619012	50.300000
-0.150736	0.344109	-0.541556	0.572892	50.400000
-0.203783	0.399009	-0.518741	0.524988	50.500000
-0.254385	0.449111	-0.492945	0.477182	50.600000
-0.302316	0.494486	-0.465482	0.430595	50.700000
-0.347456	0.535290	-0.437236	0.385802	50.800000
-0.389756	0.571714	-0.408763	0.343027	50.900000
-0.429212	0.603963	-0.380393	0.302286	51.000000
-0.465844	0.632236	-0.352306	0.263483	51.100000
-0.499686	0.656719	-0.324583	0.226464	51.200000
-0.530774	0.677583	-0.297242	0.191056	51.300000
-0.559146	0.694978	-0.270265	0.157078	51.400000
-0.584837	0.709040	-0.243606	0.124355	51.500000
-0.607876	0.719886	-0.217206	0.092725	51.600000
