x1	x2	t
0.000000	1.000000	0.000000
0.8333333333	0.5416666667	1.000000
0.9027777778	-0.4010416667	2.000000
0.1548032407	-0.9695457176	3.000000
-0.7241030093	-0.6541732976	4.000000
-0.9373668781	0.2490753048	5.000000
-0.3001776383	0.9160548552	6.000000
0.6007828252	0.7463444118	7.000000
0.9473777068	-0.0963824647	8.000000
0.4328442040	-0.8416885907	9.000000
-0.4669498818	-0.8166181566	10.000000
-0.9334463165	-0.0532099334	11.000000
-0.5499583659	0.7490498831	12.000000
0.3263141211	0.8640339916	13.000000
0.8967818086	0.1960899779	14.000000
0.6491651279	-0.6411027692	15.000000
