x1	x2	t
0.000000	1.000000	0.000000
0.1000000000	1.0000000000	0.100000
0.2000000000	0.9900000000	0.200000
0.2990000000	0.9700000000	0.300000
0.3960000000	0.9401000000	0.400000
0.4900100000	0.9005000000	0.500000
0.5800600000	0.8514990000	0.600000
0.6652099000	0.7934930000	0.700000
0.7445592000	0.7269720100	0.800000
0.8172564010	0.6525160900	0.900000
0.8825080100	0.5707904499	1.000000
0.9395870550	0.4825396489	1.100000
0.9878410199	0.3885809434	1.200000
1.0266991142	0.2897968414	1.300000
1.0556787984	0.1871269300	1.400000
1.0743914914	0.0815590502	1.500000
1.0825473964	-0.0258800990	1.600000
1.0799593865	-0.1341348386	1.700000
1.0665459026	-0.2421307773	1.800000
1.0423328249	-0.3487853675	1.900000
1.0074542881	-0.4530186500	2.000000
0.9621524231	-0.5537640788	2.100000
0.9067760153	-0.6499793211	2.200000
0.8417780831	-0.7406569227	2.300000
0.7677123909	-0.8248347310	2.400000
0.6852289178	-0.9016059701	2.500000
0.5950683208	-0.9701288618	2.600000
0.4980554346	-1.0296356939	2.700000
0.3950918652	-1.0794412374	2.800000
0.2871477414	-1.1189504239	2.900000
0.1752526991	-1.1476651980	3.000000
0.0604861793	-1.1651904680	3.100000
-0.0560328675	-1.1712390859	3.200000
-0.1731567761	-1.1656357991	3.300000
-0.2897203560	-1.1483201215	3.400000
-0.4045523682	-1.1193480859	3.500000
-0.5164871768	-1.0788928491	3.600000
-0.6243764617	-1.0272441314	3.700000
-0.7271008748	-0.9648064852	3.800000
-0.8235815234	-0.8920963978	3.900000
-0.9127911631	-0.8097382454	4.000000
-0.9937649877	-0.7184591291	4.100000
-1.0656109006	-0.6190826303	4.200000
-1.1275191636	-0.5125215403	4.300000
-1.1787713176	-0.3997696239	4.400000
-1.2187482800	-0.2818924922	4.500000
-1.2469375293	-0.1600176642	4.600000
-1.2629392957	-0.0353239112	4.700000
-1.2664716868	0.0909700183	4.800000
-1.2573746850	0.2176171870	4.900000
-1.2356129663	0.3433546555	5.000000
-1.2012775007	0.4669159521	5.100000
-1.1545859055	0.5870437022	5.200000
-1.0958815353	0.7025022928	5.300000
-1.0256313060	0.8120904463	5.400000
-0.9444222614	0.9146535769	5.500000
-0.8529569037	1.0090958030	5.600000
-0.7520473234	1.0943914934	5.700000
-0.6426081740	1.1695962257	5.800000
-0.5256485515	1.2338570431	5.900000
-0.4022628471	1.2864218983	6.000000
-0.2736206573	1.3266481830	6.100000
-0.1409558390	1.3540102487	6.200000
-0.0055548141	1.3681058326	6.300000
0.1312557691	1.3686613140	6.400000
0.2681219005	1.3555357371	6.500000
0.4036754742	1.3287235471	6.600000
0.5365478289	1.2883559997	6.700000
0.6653834289	1.2347012168	6.800000
0.7888535506	1.1681628739	6.900000
0.9056698380	1.0892775188	7.000000
1.0145975898	0.9987105350	7.100000
1.1144686434	0.8972507760	7.200000
1.2041937210	0.7858039117	7.300000
1.2827741121	0.6653845396	7.400000
1.3493125661	0.5371071284	7.500000
1.4030232789	0.4021758718	7.600000
1.4432408661	0.2618735439	7.700000
1.4694282205	0.1175494573	7.800000
1.4811831662	-0.0293933648	7.900000
1.4782438297	-0.1775116814	8.000000
1.4604926616	-0.3253360644	8.100000
1.4279590552	-0.4713853305	8.200000
1.3808205221	-0.6141812360	8.300000
1.3194023985	-0.7522632883	8.400000
1.2441760697	-0.8842035281	8.500000
1.1557557169	-1.0086211351	8.600000
1.0548936034	-1.1241967068	8.700000
0.9424739327	-1.2296860671	8.800000
0.8195053260	-1.3239334604	8.900000
0.6871119799	-1.4058839930	9.000000
0.5465235806	-1.4745951910	9.100000
0.3990640615	-1.5292475490	9.200000
0.2461393066	-1.5691539552	9.300000
0.0892239111	-1.5937678858	9.400000
-0.0701528775	-1.6026902770	9.500000
