x1	x2	x3	x4	t
-31.592383	-25.908011	-0.435821	-0.360569	90.000000
-32.028040	-26.268446	-0.435498	-0.360304	91.000000
-32.463379	-26.628620	-0.435183	-0.360047	92.000000
-32.898407	-26.988539	-0.434877	-0.359796	93.000000
-33.333133	-27.348211	-0.434580	-0.359551	94.000000
-33.767566	-27.707642	-0.434289	-0.359313	95.000000
-34.201712	-28.066838	-0.434007	-0.359081	96.000000
-34.635579	-28.425805	-0.433731	-0.358855	97.000000
-35.069174	-28.784548	-0.433462	-0.358634	98.000000
-35.502504	-29.143073	-0.433200	-0.358419	99.000000
-35.935574	-29.501386	-0.432944	-0.358209	100.000000
